Producto ID,Cantidad_Media,Cantidad_Desviacion,Tiempo_de_Reposicion,Stock de Seguridad,Stock Minimo,Porcentaje Acumulado,ClasificacionABC
79ce45dbc2ea29b22b5a261bbb7b7ee7,21.0,0.0,75,0.0,1575.0,0.0006132606724780923,A
bf44071ef18f5c9ded039681c68b1996,10.0,0.0,21,0.0,210.0,0.0009052895641343268,A
d05bb6074b45c20f7a516c239c0a1c43,7.0,0.0,15,0.0,105.0,0.001109709788293691,A
61b6e5d2e3ee58d2b341b8ef1a652b26,7.0,0.0,24,0.0,168.0,0.001314130012453055,A
d25bbb182b51d1594fe3b54a27ae143e,7.0,0.0,24,0.0,168.0,0.0015185502366124191,A
678c229b41c0e497d35a25a8be1cc631,6.5,0.7071067811865476,64,9.305525240414966,425.30552524041497,0.0017083690161889716,A
775cbb352638cb5e59cea1637da006cc,6.0,0.0,88,0.0,528.0,0.0018835863511827123,A
7e441b33f896ba519d58063f4c714bef,6.0,0.0,72,0.0,432.0,0.002058803686176453,A
acebea1efbaa063642166633d247aec7,6.0,0.0,72,0.0,432.0,0.0022340210211701937,A
d3a386ad58b99f0ddcc216ed9efb03c3,6.0,0.0,24,0.0,144.0,0.002409238356163934,A
03d817e5e392e78674ed0bd8195f9159,6.0,0.0,2,0.0,12.0,0.0025844556911576748,A
b09cd20111b8c27705b617c3b5af7608,6.0,0.0,24,0.0,144.0,0.0027596730261514155,A
bdeca320bdf54d3cdbb982d737526dc5,6.0,0.0,24,0.0,144.0,0.002934890361145156,A
a7bbff32c7321478b29f924301a1867d,6.0,0.0,83,0.0,498.0,0.003110107696138897,A
0f6e214a2c5baab8c1ccb053a0829f13,6.0,0.0,61,0.0,366.0,0.0032853250311326377,A
b6e406be1aa00db8be5dd3ec6b524d4d,6.0,0.0,72,0.0,432.0,0.0034605423661263784,A
154696c4f8e96ed48f0c191eb09c0683,6.0,0.0,72,0.0,432.0,0.0036357597011201187,A
1b0e9a414e59a00b13262ffb248ed9b4,5.0,0.0,4,0.0,20.0,0.003781774146948236,A
dea564fb3ed59db512cb4df9c491c1ef,5.0,0.0,88,0.0,440.0,0.003927788592776353,A
24543438ec09114a42a153f76ae693f2,5.0,0.0,83,0.0,415.0,0.00407380303860447,A
57d9a5d185e8254383504f57c4b8ddcc,5.0,0.0,72,0.0,360.0,0.004219817484432588,A
7486542600afc050d20740e976ff87f8,5.0,0.0,75,0.0,375.0,0.004365831930260705,A
9d240cb98df035e3ef147117b92aa0e7,5.0,0.0,49,0.0,245.0,0.004511846376088822,A
5dcd17b12ed2175d4fe6157e047d7be2,5.0,0.0,72,0.0,360.0,0.00465786082191694,A
3c7c75671b25b927f05e68b233263e5f,5.0,0.0,72,0.0,360.0,0.004803875267745057,A
643a66b1dc5dad3de6cb5a41549e72f1,5.0,0.0,3,0.0,15.0,0.0049498897135731735,A
5d1d8ec5b31c5c359f10c4b23b819170,5.0,0.0,72,0.0,360.0,0.005095904159401291,A
1179867d805886591809f49767db9ecd,5.0,0.0,2,0.0,10.0,0.005241918605229408,A
2b9b580cdc992e165ca0336a078d695f,5.0,0.0,21,0.0,105.0,0.0053879330510575255,A
f7c3fc384cd3ac71650982c2c6fcbe77,5.0,0.0,24,0.0,120.0,0.005533947496885643,A
5715a3dc7df27aa1c131f51e17e614df,5.0,0.0,24,0.0,120.0,0.00567996194271376,A
309dd69eb83cea38c51709d62befe1a4,5.0,5.656854249492381,64,74.44420192331972,394.4442019233197,0.0058259763885418776,A
871cfa7d587b8305a5a0e376866323ef,5.0,0.0,3,0.0,15.0,0.005971990834369994,A
3e44b19563ef5a25f4b7e0fdfc3657c3,5.0,0.0,76,0.0,380.0,0.006118005280198111,A
e76572c2ae4cede1e3b2ead512423efe,5.0,0.0,24,0.0,120.0,0.006264019726026229,A
b6f9abef16fdfec89e4f3675f6627dca,5.0,0.0,72,0.0,360.0,0.006410034171854346,A
